HTS 6D,naics
610310,315220
,315222
610311,315222
610312,315222
610319,315222
610321,315222
,315223
,315224
,315228
610322,315220
,315222
,315223
,315224
,315228
610323,315220
,315222
,315223
,315224
,315228
610329,315220
,315222
,315223
,315224
,315228
610331,315220
,315222
610332,315220
,315222
610333,315220
,315222
610339,315220
,315222
610341,315220
,315224
,315228
610342,315220
,315224
,315228
610343,315220
,315224
,315228
610349,315220
,315224
,315228
610411,315234
610412,315234
610413,315234
,315240
610419,315234
,315240
610421,315232
,315234
,315239
610422,315232
,315234
,315239
,315240
610423,315232
,315234
,315239
,315240
610429,315232
,315234
,315239
,315240
610431,315234
,315240
610432,315234
,315240
610433,315234
,315240
610439,315234
,315240
610441,315233
,315240
610442,315233
,315240
610443,315233
,315240
610444,315233
,315240
610449,315233
,315240
610451,315234
,315240
610452,315234
,315240
610453,315234
,315240
610459,315234
,315240
610461,315239
,315240
610462,315239
,315240
610463,315239
,315240
610469,315239
,315240
610510,315220
,315223
,315228
610520,315220
,315223
,315228
610590,315220
,315223
610610,315232
,315239
,315240
610620,315232
,315239
,315240
610690,315232
,315240
610711,315220
,315221
610712,315220
,315221
610719,315220
,315221
610721,315220
,315221
610722,315220
,315221
610729,315220
,315221
610791,315220
,315221
610792,315221
610799,315220
,315221
610811,315231
,315240
610819,315231
,315240
610821,315231
,315240
610822,315231
,315240
610829,315231
,315240
610831,315231
,315240
610832,315231
,315240
610839,315231
,315240
610891,315231
,315240
610892,315231
,315240
610899,315231
,315240
610910,315220
,315221
,315223
,315231
,315232
,315240
610990,315220
,315221
,315223
,315231
,315232
,315240
611010,315222
,315223
,315228
,315232
,315234
,315239
611011,315220
,315222
,315223
,315228
,315232
,315234
,315239
,315240
611012,315220
,315222
,315223
,315228
,315232
,315234
,315239
,315240
611019,315220
,315222
,315223
,315228
,315232
,315234
,315239
,315240
611020,315220
,315222
,315223
,315228
,315232
,315234
,315239
,315240
611030,315220
,315222
,315223
,315228
,315232
,315234
,315239
,315240
611090,315220
,315222
,315223
,315228
,315232
,315234
,315239
,315240
611110,315291
611120,315110
,315240
,315291
611130,315110
,315240
,315291
611190,315240
,315291
611211,315220
,315228
,315239
,315240
611212,315220
,315228
,315239
,315240
611219,315220
,315228
,315239
,315240
611220,315220
,315228
,315239
,315240
611231,315220
,315228
611239,315220
,315228
611241,315239
,315240
611249,315239
,315240
611300,315220
,315224
,315228
,315234
,315239
,315240
,315280
,315999
611410,315223
,315228
,315233
,315239
611420,315220
,315223
,315224
,315228
,315232
,315233
,315239
,315240
611430,315220
,315223
,315224
,315228
,315232
,315233
,315239
,315240
611490,315220
,315223
,315228
,315232
,315233
,315239
,315240
611510,31511X
,339113
611511,31511X
611512,31511X
,339113
611519,31511X
,339113
611520,31511X
611521,315110
,31511X
611522,315110
,31511X
611529,315110
,31511X
611530,315110
,31511X
611591,31511X
611592,31511X
,339113
611593,31511X
,339113
611594,315110
,31511X
611595,315110
,31511X
611596,315110
,31511X
611599,315110
,31511X
611610,315280
,315990
,315992
,339920
611691,315990
,315992
611692,315990
,315992
,339920
611693,315990
,315992
,339920
611699,315990
,315992
,339920
611710,315190
,315999
611720,315993
611780,315190
,315990
,315993
,315999
611790,315990
,315999
620111,315220
,315222
620112,315220
,315222
620113,315220
,315222
,315228
620119,315220
,315222
620120,315220
620130,315220
620140,315220
620190,315220
620191,315220
,315228
620192,315220
,315228
620193,315220
,315228
620199,315220
,315228
620211,315234
,315240
620212,315234
,315239
,315240
620213,315234
,315239
,315240
620219,315234
,315240
620220,315240
620230,315240
620240,315240
620290,315240
620291,315239
,315240
620292,315239
,315240
620293,315239
,315240
620299,315239
,315240
620311,315220
,315222
620312,315220
,315222
620319,315220
,315222
620321,315222
,315223
,315224
,315228
620322,315220
,315222
,315223
,315224
,315228
,315280
620323,315220
,315222
,315223
,315224
,315228
620329,315220
,315222
,315223
,315224
,315228
620331,315220
,315222
620332,315220
,315222
620333,315220
,315222
620339,315220
,315222
620341,315220
,315224
,315228
620342,315220
,315224
,315228
620343,315220
,315224
,315228
620349,315220
,315224
,315228
620411,315234
,315240
620412,315234
,315240
620413,315234
,315240
620419,315234
,315240
620421,315232
,315234
,315239
,315240
620422,315232
,315234
,315239
,315240
,315280
620423,315232
,315234
,315239
,315240
620429,315232
,315234
,315239
,315240
620431,315234
,315240
620432,315234
,315240
620433,315234
,315240
620439,315234
,315240
620441,315233
,315240
620442,315233
,315240
620443,315233
,315240
620444,315233
,315240
620449,315233
,315240
620451,315234
,315240
620452,315234
,315240
620453,315234
,315240
620459,315234
,315240
620461,315239
,315240
620462,315239
,315240
620463,315239
,315240
620469,315239
,315240
620510,315223
620520,315220
,315223
,315228
620530,315220
,315223
,315228
620590,315220
,315223
620610,315232
,315240
620620,315232
,315240
620630,315232
,315239
,315240
620640,315232
,315239
,315240
620690,315232
,315240
620711,315220
,315221
620719,315220
,315221
620721,315220
,315221
620722,315220
,315221
620729,315220
,315221
620791,315220
,315221
620792,315221
620799,315220
,315221
620811,315231
,315240
620819,315231
,315240
620821,315231
,315240
620822,315231
,315240
620829,315231
,315240
620891,315231
,315240
620892,315231
,315240
620899,315231
,315240
620910,315291
620920,314999
,315240
,315291
620930,315240
,315291
620990,315240
,315291
621010,315280
,315990
,315999
,322291
621020,315220
,315228
,315280
,315999
621030,315239
,315240
,315280
,315999
621040,315220
,315224
,315228
,315280
,315999
621050,315234
,315239
,315240
,315280
,315999
621111,315220
,315228
621112,315239
,315240
621120,315220
,315228
,315239
,315240
621131,315222
,315223
,315228
621132,315220
,315222
,315223
,315224
,315228
621133,315220
,315222
,315223
,315224
,315228
621139,315220
,315222
,315223
,315224
,315228
621141,315232
,315233
,315234
,315239
621142,315232
,315233
,315234
,315239
,315240
621143,315232
,315233
,315234
,315239
,315240
621149,315232
,315233
,315234
,315239
,315240
621210,315231
,315240
621220,315231
,315240
621230,315231
,315240
621290,315990
,315999
621310,315999
621320,315990
,315999
621390,315990
,315999
621410,315990
,315999
621420,315990
,315999
621430,315990
,315999
621440,315990
,315999
621490,315990
,315999
621510,315990
,315993
621520,315990
,315993
621590,315990
,315993
621600,315280
,315990
,315992
,339920
621710,315990
,315999
621790,315990
,315999
630110,335210
,335211
630120,314120
,314129
630130,314120
,314129
630140,314120
,314129
630190,314120
,314129
630210,314120
,314129
630221,314120
,314129
630222,314120
,314129
630229,314120
,314129
630231,314120
,314129
630232,314120
,314129
630239,314120
,314129
630240,314120
,314129
630251,314120
,314129
630252,314129
630253,314120
,314129
630259,314120
,314129
630260,314120
,314129
630291,314120
,314129
630292,314129
630293,314120
,314129
630299,314120
,314129
630311,314121
630312,314120
,314121
,337920
630319,314120
,314121
630391,314120
,314121
,337920
630392,314120
,314121
,337920
630399,314120
,314121
630411,314120
,314129
630419,314120
,314129
630420,314120
630491,314120
,314129
630492,314120
,314129
630493,314120
,314129
630499,314120
,314129
630510,314910
,314911
630520,314910
,314911
630532,314910
,314911
630533,314910
,314911
630539,314910
,314911
630590,314910
,314911
630611,314912
630612,314910
,314912
630619,314910
,314912
630621,314912
630622,314910
,314912
630629,314910
,314912
630630,314910
,314912
630631,314912
630639,314912
630640,314912
,326199
630641,314912
630649,314912
630690,314910
630691,314912
630699,314912
630710,314120
,314129
,314999
630720,339113
630790,313220
,313221
,314120
,314999
,315999
,339113
630800,339930
,339999
630900,920000
,930000
631010,910000
631090,910000
640110,316210
,316211
640191,316211
640192,316210
,316211
,316219
640199,316210
,316211
640212,316210
,316219
640219,316210
,316219
640220,316210
,316211
640230,316211
,316213
640291,316210
,316211
,316213
,316214
,316219
640299,316210
,316211
,316212
,316213
,316214
,316219
640312,316210
,316219
640319,316210
,316219
640320,316210
,316213
640330,316214
640340,316210
,316213
,316214
640351,316210
,316213
,316214
,316219
640359,316210
,316213
,316214
,316219
640391,316210
,316213
,316214
,316219
640399,316210
,316212
,316213
,316214
,316219
640411,316210
,316211
,316213
,316219
640419,316210
,316212
,316213
,316214
,316219
640420,316210
,316213
,316214
,316219
640510,316210
,316213
,316214
,316219
640520,316210
,316212
,316213
,316214
,316219
640590,316210
,316219
,322121
640610,314999
,316998
,316999
,326299
640620,326299
640690,314999
,315990
,316998
,321999
,326299
640691,316999
640699,31511X
,316999
,326299
650100,315990
,315991
650200,315990
,315991
650300,315991
650400,315990
,315991
650500,315190
,315990
,339999
650510,339999
650590,315239
,315991
650610,339113
,339920
650691,315990
,326299
650692,315292
650699,315280
,315292
,315990
,315991
650700,315990
,315999
660110,339999
660191,339999
660199,339999
660200,316998
,339999
660310,339999
660320,332999
,339999
660390,326199
,339999
670100,339999
670210,339999
670290,339999
670300,339999
670411,339999
670419,339999
670420,339999
670490,339999
680100,327991
680210,327120
,327991
680221,327991
680222,327991
680223,327991
680229,327991
680291,327991
680292,327991
680293,327991
680299,327991
680300,327991
680410,327910
680421,327910
680422,327910
680423,327910
680430,327910
680510,327910
680520,327910
680530,327910
680610,327993
680620,327992
680690,327993
680710,324121
,324122
680790,324122
680800,327390
680911,327420
680919,327420
680990,327999
681011,327120
,327331
681019,327390
681091,327390
681099,327390
,327991
681110,327999
681120,327999
681130,327999
681140,327999
681181,327999
681182,327999
681183,327999
681189,327999
681190,327999
681210,327999
681220,327999
681230,327999
681240,327999
681250,339113
681260,327999
681270,327999
681280,327999
,339113
681290,327999
,339991
681291,339113
681292,327999
681293,327999
681299,327999
,339991
681310,336340
681320,336340
,336413
681381,336340
,336413
681389,336340
,336413
681390,336340
681410,327999
681490,327999
681510,335991
681511,335991
681512,335991
681513,335991
681519,335991
681520,327999
681591,327120
,327125
681599,327999
690100,327120
,327125
690210,327120
,327125
690220,327120
,327124
,327125
690290,327120
,327124
,327125
690310,327120
,327125
690320,327120
,327124
690390,327120
,327124
,327125
690410,327120
,327121
690490,327120
,327121
690510,327120
,327123
690590,327120
,327123
690600,327110
,327123
690710,327120
,327122
690721,327120
690722,327120
690723,327120
690730,327120
690740,327120
690790,327120
,327122
690810,327120
,327122
690890,327120
,327122
690911,327110
,327112
690912,327110
,327112
690919,327110
,327112
,327113
690990,327110
,327112
691010,327110
,327111
691090,327110
,327111
691110,327110
,327112
691190,327110
,327111
,327112
691200,327110
,327112
691310,327110
,327112
691390,327110
,327112
691410,327110
,327112
691490,327110
,327112
700100,327212
,327215
700210,327212
700220,327212
700231,327212
700232,327212
700239,327212
700312,327211
700319,327211
700320,327211
,327215
700330,327211
,327215
700420,327211
700490,327211
,327212
700510,327211
700521,327211
700529,327211
700530,327211
,327215
700600,327212
,327215
700711,327215
700719,327215
700721,327211
700729,327211
700800,327215
700910,327215
700991,327215
700992,327215
701010,327213
701020,327213
701090,327213
701091,327213
701092,327213
701093,327213
701094,327213
701110,327212
701120,327212
701190,327212
701200,327212
701310,327212
701321,327212
701322,327212
701328,327212
701329,327212
701331,327212
701332,327212
701333,327212
701337,327212
701339,327212
701341,327212
701342,327212
701349,327212
701391,327212
701399,327212
701400,327212
701510,327212
701590,327215
701610,327215
701690,327215
701710,327212
701720,327212
701790,327212
701810,339910
,339914
701820,327215
701890,327215
,339930
,339932
701911,327212
701912,327212
701913,314994
,327212
701914,327212
701915,327212
701919,314992
,314994
,327212
701931,327212
701932,327212
701939,327993
701940,313210
,313220
,313221
,314992
,314994
701951,313220
,313221
,314992
,314994
701952,313210
,314992
,314994
701959,313210
,314992
,314994
701961,313210
,313220
,314994
701962,313210
,313220
,314994
701963,313210
,313220
,314994
701964,313210
,313220
,314994
701965,313220
,314994
701966,313210
,314994
701969,313210
,314994
701971,327212
701972,313210
,313220
,314994
701973,313220
,314994
701980,327993
701990,327215
,327993
,333411
702000,327212
710110,339910
,339913
710121,114119
710122,339910
,339913
710210,339910
,339913
710221,339910
,339913
710229,339910
,339913
710231,339910
,339913
710239,339910
,339913
710310,339910
,339913
710391,339910
,339913
710399,339910
,339913
710410,334419
,339913
710420,339910
,339913
710421,339910
710429,339910
710490,339910
,339913
710491,339910
710499,339910
710510,327910
710590,327910
710610,331492
710691,331410
,331419
710692,331491
710700,331491
710811,331492
710812,331410
,331419
710813,331491
,332999
710820,339911
710900,331491
711011,331410
,331419
711019,331491
711021,331410
,331419
711029,331491
711031,331410
,331419
711039,331491
711041,331410
,331419
711049,331491
711100,331491
711210,910000
711220,910000
711230,910000
711290,910000
711291,910000
711292,910000
711299,910000
711311,339910
,339911
711319,339910
,339911
711320,339910
,339911
711411,339910
,339911
,339912
711419,339910
,339911
,339912
711420,339910
,339911
,339912
711510,332618
711590,331491
711610,339910
,339911
711620,339910
,339911
711711,339910
,339914
711719,339910
,339914
711790,339910
,339914
711810,332999
,339910
,339911
711890,332999
,339910
,339911
720110,331110
,331111
720120,331110
,331111
720150,331110
,331111
,331112
720211,331110
,331112
720219,331110
,331112
720221,331110
,331112
720229,331110
,331112
720230,331110
,331112
720241,331110
,331112
720249,331110
,331112
720250,331110
,331112
720260,331110
,331112
720270,331110
,331112
720280,331110
,331112
720291,331110
,331112
720292,331110
,331112
720293,331110
,331112
720299,331110
,331112
720310,331110
,331112
720390,331110
,331112
720410,910000
720421,910000
720429,910000
720430,910000
720441,910000
720449,910000
720450,910000
720510,327910
720521,331111
,331221
720529,331111
,331221
720610,331110
,331111
720690,331110
,331111
720711,331110
,331111
720712,331110
,331111
720719,331110
,331111
720720,331110
,331111
720810,331110
,331111
720825,331110
,331111
720826,331110
,331111
720827,331110
,331111
720836,331110
,331111
720837,331110
,331111
720838,331110
,331111
720839,331110
,331111
720840,331110
,331111
720851,331110
,331111
720852,331110
,331111
720853,331110
,331111
720854,331110
,331111
720890,331110
,331111
720915,331110
,331111
720916,331110
,331111
720917,331110
,331111
720918,331110
,331111
720925,331110
,331111
720926,331110
,331111
720927,331110
,331111
720928,331110
,331111
720990,331110
,331111
721011,331110
,331111
721012,331110
,331111
721020,331110
,331111
721030,331110
,331111
721041,331110
,331111
721049,331110
,331111
721050,331110
,331111
721061,331110
,331111
721069,331110
,331111
721070,331110
,331111
721090,331110
,331111
721113,331110
,331111
721114,331110
,331111
721119,331110
,331111
721123,331110
,331111
721129,331110
,331111
721190,331110
,331111
721210,331110
,331111
721220,331110
,331111
721230,331110
,331111
721240,331110
,331111
721250,331110
,331111
721260,331110
,331111
721310,331110
,331111
721320,331110
,331111
721391,331110
,331111
721399,331110
,331111
721410,331110
,331111
721420,331110
,331111
721430,331110
,331111
721491,331110
,331111
721499,331110
,331111
721510,331110
,331111
721550,331110
,331111
721590,331110
,331111
721610,331110
,331111
721621,331110
,331111
721622,331110
,331111
721631,331110
,331111
721632,331110
,331111
721633,331110
,331111
721640,331110
,331111
721650,331110
,331111
721661,331110
,331111
721669,331110
,331111
721691,331110
,331111
721699,331110
,331111
721710,331222
721720,331222
721730,331222
721790,331222
721810,331110
,331111
721891,331110
,331111
721899,331110
,331111
721911,331110
,331111
721912,331110
,331111
721913,331110
,331111
721914,331110
,331111
721921,331110
,331111
721922,331110
,331111
721923,331110
,331111
721924,331110
,331111
721931,331110
,331111
721932,331110
,331111
721933,331110
,331111
721934,331110
,331111
721935,331110
,331111
721990,331110
,331111
722011,331110
,331111
722012,331110
,331111
722020,331110
,331111
722090,331110
,331111
722100,331110
,331111
722211,331110
,331111
722219,331110
,331111
722220,331110
,331111
722230,331110
,331111
722240,331110
,331111
722300,331222
722410,331110
,331111
722490,331110
,331111
722511,331110
,331111
722519,331110
,331111
722520,331111
722530,331110
,331111
722540,331110
,331111
722550,331110
,331111
722591,331110
,331111
722592,331110
,331111
722599,331110
,331111
722611,331110
,331111
722619,331110
,331111
722620,331110
,331111
722691,331110
,331111
722692,331110
,331111
722693,331111
722694,331111
722699,331110
,331111
722710,331110
,331111
722720,331110
,331111
722790,331110
,331111
722810,331110
,331111
722820,331110
,331111
722830,331110
,331111
722840,331110
,331111
722850,331110
,331111
722860,331110
,331111
722870,331110
,331111
722880,331110
,331111
722910,331222
722920,331222
722990,331222
730110,331110
,331111
730120,331110
,331111
730210,331110
,331111
730220,331511
730230,332999
730240,332999
730290,331511
,332999
730300,331511
730410,331111
730411,331110
,331111
730419,331110
,331111
730421,331111
730422,331110
,331111
730423,331110
,331111
730424,331110
,331111
730429,331110
,331111
730431,331110
,331111
730439,331110
,331111
730441,331110
,331111
730449,331110
,331111
730451,331110
,331111
730459,331110
,331111
730490,331110
,331111
730511,331110
,331111
730512,331110
,331111
730519,331110
,331111
730520,331110
,331111
730531,331110
,331111
,331210
,335129
730539,331110
,331111
730590,331110
,331111
730610,331111
730611,331110
,331111
730619,331110
,331111
730620,331111
730621,331110
,331111
730629,331110
,331111
730630,331110
,331111
,331210
,335129
730640,331110
,331111
730650,331110
,331111
730660,331111
730661,331110
,331111
730669,331110
,331111
730690,331110
,331111
730711,331511
730719,331511
,332919
730721,332919
730722,332919
730723,332919
730729,332919
730791,332919
730792,332919
730793,332919
730799,332919
730810,332312
730820,332312
730830,332321
730840,332323
730890,332312
,332322
,332323
730900,332420
731010,332439
731021,332431
,332439
731029,332439
731100,332420
731210,314992
,314994
,331318
,331319
,332618
731290,332618
731300,332618
731412,332618
731413,332618
731414,332618
731419,332618
731420,332618
731431,332618
731439,332618
731441,332618
731442,332618
731449,332618
731450,332312
,332323
731511,332618
,333613
731512,332618
,333613
731519,332618
,333613
731520,332618
731581,332618
731582,332618
731589,332618
731590,332618
731600,332999
731700,331222
731811,332722
731812,332722
731813,332722
731814,332722
731815,332722
731816,332722
731819,332722
731821,332722
731822,332722
731823,332722
731824,332722
731829,332722
731910,339993
731920,339993
731930,339993
731940,339993
731990,339993
732010,332611
,332613
732020,332611
,332613
732090,332611
,332613
,334518
732111,335220
,335221
732112,335220
,335221
732113,335221
732119,335220
,335221
732181,333414
732182,333414
732183,333414
732189,333414
732190,333414
,335220
,335221
732211,333414
732219,333414
732290,333415
732310,332999
732391,331511
,332215
,332999
,339912
732392,331511
,332999
732393,332215
,332999
732394,332215
,332999
732399,332215
,332323
,332999
,339910
,339911
,339912
732410,332998
,332999
732421,332998
,332999
732429,332998
,332999
732490,332998
,332999
732510,331511
732591,331511
732599,331511
,331513
732611,332999
732619,332999
732620,332618
732690,316993
,331110
,331222
,332999
,334417
,336991
,339910
,339911
,339912
,339994
,339995
740100,331410
,331411
740110,331411
740120,331411
740200,331410
,331411
740311,331410
,331411
740312,331410
,331411
740313,331410
,331411
740319,331410
,331411
740321,331410
,331411
740322,331410
,331411
740323,331411
740329,331410
,331411
740400,910000
740500,331410
,331411
740610,331410
,331411
740620,331410
,331411
740710,331420
,331421
740721,331420
,331421
740722,331421
740729,331420
,331421
740811,331420
,331422
740819,331420
,331422
740821,331420
,331422
740822,331420
,331422
740829,331420
,331422
740911,331420
,331421
740919,331420
,331421
740921,331420
,331421
740929,331420
,331421
740931,331420
,331421
740939,331420
,331421
740940,331420
,331421
740990,331420
,331421
741011,332999
741012,332999
741021,332999
,334419
741022,332999
741110,331420
,331421
741121,331420
,331421
741122,331420
,331421
741129,331420
,331421
741210,332919
741220,332919
741300,331420
,331422
741420,332618
741490,332618
741510,332618
741521,332722
741529,332722
741531,332722
741532,332722
741533,332722
741539,332722
741600,332611
741700,335221
741810,332215
,332999
,335220
,335221
,339910
741811,332999
741819,332999
,335221
,339911
,339912
741820,332998
,332999
741910,332618
741920,332913
,332999
741980,332613
,332618
,332913
,332999
,339910
741991,332913
,332999
741999,316993
,332611
,332613
,332618
,332913
,332999
,339910
,339911
,339912
750110,331410
,331419
750120,331410
,331419
750210,331410
,331419
750220,331410
,331419
750300,910000
750400,331492
750511,331491
750512,331491
750521,331491
750522,331491
750610,331491
,332999
750620,331491
,332999
750711,331491
750712,331491
750720,332919
750810,331491
750890,331491
,332999
760110,331312
,331313
760120,331312
,331313
,331314
760200,910000
760310,331314
760320,331314
760410,331316
,331318
760421,331316
,331318
760429,331316
,331318
760511,331318
,331319
760519,331318
,331319
760521,331318
,331319
760529,331318
,331319
760611,331315
760612,331315
760691,331315
760692,331315
760711,331315
760719,332999
760720,332999
760810,331316
,331318
760820,331316
,331318
760900,332919
761010,332321
761090,321991
,332312
,332322
,332323
761100,332420
761210,332999
761290,332431
,332439
761300,332420
761410,331318
,331319
761490,331318
,331319
761510,332215
,332999
761511,332999
761519,332214
,332999
761520,332998
,332999
761610,332618
,332722
761691,332618
761699,331523
,332112
,332618
,332999
,337920
780110,331410
,331419
780191,331410
,331419
780199,331410
,331419
780200,910000
780300,331491
780411,331491
780419,331491
780420,331492
780500,331491
780600,331491
,332999
790111,331410
,331419
790112,331410
,331419
790120,331410
,331419
790200,910000
790310,331410
,331419
790390,331492
790400,331491
790500,331491
790600,331491
790700,331491
,332999
800110,331410
,331419
800120,331410
,331419
800200,910000
800300,331491
800400,331491
800500,331492
,332999
800600,331491
800700,331491
,331492
,332999
810110,331492
810191,331419
,910000
810192,331491
810193,331491
810194,331410
,331419
810195,331491
810196,331491
810197,910000
810199,331491
810210,331492
810291,331419
,910000
810292,331491
810293,331491
810294,331410
,331419
810295,331491
810296,331491
810297,910000
810299,331491
810310,331419
,331492
,910000
810320,331410
,331419
,331492
810330,910000
810390,331491
810391,331491
810399,331491
810411,331410
,331419
810419,331410
,331419
810420,910000
810430,331492
810490,331491
810510,331419
,331491
810520,331410
,331419
,331491
810530,331491
810590,331491
810600,331491
810610,331491
810690,331491
810710,331419
810720,331410
,331419
810730,331410
,331419
810790,331491
810810,331419
,331492
,910000
810820,331410
,331419
,331492
810830,910000
810890,331491
810910,331419
,910000
810920,331410
,331419
810921,331410
810929,331410
810930,910000
810931,910000
810939,910000
810990,331491
810991,331491
810999,331491
811000,331419
811010,331410
,331419
811020,331419
,910000
811090,331410
,331419
811100,331410
,331419
,331491
,910000
811211,331419
,910000
811212,331410
,331419
811213,910000
811219,331491
811220,331419
,910000
811221,331410
,331419
811222,910000
811229,331410
,331419
811230,331419
,331491
,910000
811231,331410
811239,331491
811240,331419
,910000
811241,331410
,910000
811249,331491
811251,331410
,331419
811252,910000
811259,331491
811261,331410
811269,331410
,331491
811291,331419
,910000
811292,331410
,331419
,331491
,910000
811299,331410
,331419
,331491
811300,332999
820110,332212
,332216
820120,332212
820130,332212
,332216
820140,332212
,332216
820150,332211
,332212
,332216
820160,332212
,332216
820190,332212
,332216
820210,332213
,332216
820220,332213
,332216
820231,332213
,332216
820239,332213
,332216
820240,332213
,332216
820291,332213
,332216
820299,332213
,332216
820310,332212
,332216
820320,332211
,332212
,332215
,332216
820330,332212
,332216
820340,332212
,332216
820411,332212
,332216
820412,332212
,332216
820420,332212
,332216
820510,332212
,332216
820520,332212
,332216
820530,332212
,332216
820540,332212
,332216
820551,332211
,332212
,332215
,332216
820559,332211
,332212
,332215
,332216
,333991
820560,332212
,332216
820570,332212
,332216
820580,332212
820590,332111
,332212
,332216
820600,332212
,332216
820713,333131
820719,333131
820720,333514
820730,332212
,332216
,333514
,333517
820740,333515
820750,332212
,332216
,333515
,333517
,333991
820760,333515
820770,332216
,333515
820780,333515
820790,332212
,332216
,333515
820810,333515
820820,332212
,332216
820830,332212
,332216
820840,332212
,332216
820890,332212
,332216
820900,333515
821000,332212
,335210
821110,332211
,332215
821191,332211
,332215
,339912
821192,332211
,332215
821193,332211
,332215
821194,332211
,332215
821195,332211
,332215
,339912
821210,332211
,332215
821220,332211
,332215
821290,332211
,332215
821300,332211
,332215
821410,332211
,332215
821420,332211
,332215
821490,332211
,332215
821510,339910
,339912
821520,332215
,339912
821591,332215
,339912
821599,332211
,332215
,339912
830110,332510
830120,332510
830130,332510
830140,332510
830150,332510
830160,332510
830170,332510
830210,332510
830220,332510
830230,332510
,333995
830241,332510
,337920
830242,332510
,333995
830249,332510
,333995
830250,337127
830260,332510
,335999
830300,332999
830400,332999
,337214
830510,323111
,323118
830520,331222
830590,332618
830610,332999
830621,339910
,339911
,339912
830629,339910
,339911
,339912
830630,332999
,339999
830710,332999
830790,332999
830810,339993
830820,332722
,339993
830890,339993
,339999
830910,332115
,332119
830990,332115
,332119
831000,339950
831110,333992
831120,333992
831130,331491
,333992
831190,333992
840110,332410
840120,333999
840130,332410
,333999
840140,332410
840211,332410
840212,332410
840219,332410
840220,332410
840290,332410
840310,333414
840390,333414
840410,332410
840420,332410
840490,332410
840510,333999
,335312
840590,333999
,335312
840610,333611
840681,333611
840682,333611
840690,333611
840710,336412
,920000
840721,333618
840729,333618
840731,333618
840732,333618
,336310
,33631X
840733,333618
,336310
,33631X
840734,333618
,336310
,33631X
840790,333618
840810,333618
840820,333618
840890,333618
840910,336412
840991,333618
,336310
,33631X
840999,333618
841011,333611
841012,333611
841013,333611
841090,333611
841111,333611
,336412
841112,333611
,336412
841121,333611
,336412
841122,333611
,336412
841181,333611
,336412
841182,333611
,336412
841191,333611
,336412
841199,333611
,336412
841210,336412
,336415
841221,333995
841229,333618
,333911
,333995
,333996
841231,333995
841239,333995
,333996
841280,333111
,333618
,333999
,335312
841290,333111
,333611
,333618
,333911
,333995
,333996
,336415
841311,333913
,333914
841319,333913
,333914
841320,333911
,333914
841330,333618
,336310
,33631X
841340,333120
841350,333911
,333914
,333996
841360,333911
,333914
,333996
841370,333911
,333914
841381,333911
,333914
841382,333911
,333914
841391,333618
,333911
,333914
,333996
,336310
,33631X
841392,333911
,333914
841410,333912
841420,333912
841430,333415
,336390
,336391
841440,333912
841451,335210
,335211
841459,333412
,333413
,333618
,33631X
,336320
,339992
841460,335210
,335211
841470,333413
841480,333415
,333912
,33631X
841490,333412
,333413
,333415
,333912
,335210
,335211
841510,333415
841520,336390
,336391
841581,333415
841582,333415
841583,332410
,333415
841590,333415
,335312
,336390
,336391
841610,333414
841620,333414
841630,333414
841690,333414
841710,333994
841720,333241
,333294
841780,333994
841790,333994
841810,335220
,335222
841821,335220
,335222
841822,335222
841829,335220
,335222
841830,335220
,335222
841840,335220
,335222
841850,333415
841861,333415
841869,333415
841891,333415
,337127
841899,333415
,335220
,335222
841911,335220
,335228
841912,335220
841919,333414
,335220
,335228
841920,339113
841931,333111
841932,333243
,333291
,333999
841933,333111
,333999
841934,333111
841935,333243
,333999
841939,333241
,333294
,333999
841940,333241
,333249
,333294
,333999
841950,332410
841960,333999
841981,333294
,333318
,333319
,333414
841989,333220
,333241
,333243
,333291
,333294
,333318
,333999
841990,332410
,333220
,333243
,333249
,333291
,333318
,333319
,333991
,333999
,335220
,335228
,339113
842010,333220
,333243
,333249
,333291
,333292
,333999
842091,333220
,333243
,333249
,333291
,333292
842099,333220
,333243
,333249
,333291
,333292
842111,333111
842112,335220
,335224
842119,333999
842121,333999
842122,333999
842123,336390
,336399
842129,333415
,333999
842131,336390
,336399
842132,336390
842139,333411
,333413
,333999
,336390
,336399
842191,333999
,335220
,335224
842199,333999
842211,335220
,335228
842219,333318
,335228
842220,333993
842230,333993
842240,333993
842290,333318
,333993
,335220
,335228
842310,333997
842320,333997
842330,333997
842381,333997
842382,333997
842389,333997
842390,333997
842410,339999
842420,333912
842430,333298
,333318
,333991
842441,333111
842449,333111
842481,333111
842482,333111
842489,333295
,333912
,333999
842490,333298
,333318
,333912
,333999
,339999
842511,333923
842519,333923
842520,333923
842531,333923
842539,333923
842541,333921
,333999
842542,333999
842549,333999
842611,333923
842612,333924
842619,333923
842620,333120
842630,333120
842641,333120
,333924
842649,333120
842691,333120
842699,333120
842710,333924
842720,333923
,333924
842790,333923
,333924
842810,333921
842820,333921
,333922
842831,333922
842832,333922
842833,333922
842839,333922
842840,333921
842850,333131
842860,333921
842870,333999
842890,333120
,333131
,333132
,333922
,333994
,333999
842911,333120
,920000
,930000
842919,333120
,920000
,930000
842920,333120
842930,333120
,920000
,930000
842940,333120
,920000
,930000
842951,333120
,920000
,930000
842952,333120
,920000
,930000
842959,333120
,920000
,930000
843010,333120
843020,333111
,333112
,333120
843031,333131
843039,333131
843041,333131
