HTS 6D,naics
293294,325199
293295,325199
,325412
293296,325199
293299,325199
,325411
,325412
293311,325199
,325412
293319,325199
,325411
,325992
293321,325199
293329,325199
,325411
293331,325199
293332,325199
293333,325411
,325412
293334,325411
293335,325199
293336,325199
293337,325199
293339,325199
,325411
,325412
293340,325199
,325411
293341,325411
,325412
293349,325199
,325411
,325412
293351,325199
293352,325199
293353,325199
293354,325199
293355,325411
,325412
293359,325199
,325411
,325412
293361,325199
293369,325199
293371,325199
293372,325199
,325412
293379,325199
293390,325199
,325411
293391,325411
,325412
293392,325199
293399,325199
,325411
,325412
293410,325199
293420,325199
293430,325199
,325411
,325412
293490,325199
,325411
293491,325411
,325412
293492,325411
293499,325199
,325411
,325412
293500,325130
,325132
,325199
,325411
,325412
293510,325199
293520,325199
293530,325199
293540,325199
293550,325199
293590,325130
,325199
,325412
293610,325411
293621,325411
293622,325411
293623,325411
293624,325411
293625,325411
293626,325411
293627,325411
293628,325411
293629,325411
,325412
293690,325411
293710,325411
293711,325411
,325412
293712,325411
,325412
293719,325411
,325412
293721,325411
,325412
293722,325411
,325412
293723,325411
,325412
293729,325411
,325412
293731,325411
293739,325411
293740,325411
293750,325411
,325412
293790,325411
,325412
293791,325411
293792,325411
293799,325411
293810,325411
293890,325411
293910,325411
293911,325411
,325412
293919,325411
,325412
293920,325411
293921,325411
293929,325411
293930,325411
,325412
293941,325411
,325412
293942,325411
,325412
293943,325411
,325412
293944,325412
293945,325411
293949,325411
,325412
293950,325411
293951,325411
,325412
293959,325411
,325412
293961,325411
,325412
293962,325411
,325412
293963,325411
293969,325411
293970,325411
293971,325411
293972,325411
293979,325411
293980,325199
293990,325411
293991,325411
293999,325411
294000,325199
294110,325411
,325412
294120,325411
,325412
294130,325411
,325412
294140,325411
,325412
294150,325411
,325412
294190,325411
,325412
294200,325199
,325411
300110,325411
300120,325411
300190,325411
300210,325413
,325414
300211,325414
300212,325413
,325414
300213,325414
300214,325414
300215,325413
,325414
300219,325414
300220,325414
300230,325414
300241,325414
300242,325414
300249,325414
300251,325414
300259,325414
300290,325414
300310,325411
,325412
300320,325411
,325412
300331,325411
,325412
300339,325411
,325412
300340,325411
,325412
300341,325412
300342,325412
300343,325412
300349,325412
300360,325412
300390,325411
,325412
300410,325412
300420,325412
300431,325412
300432,325412
300439,325412
300440,325412
300441,325412
300442,325412
300443,325412
300449,325412
300450,325412
300460,325412
300490,325412
300510,339113
300590,339113
300610,339113
300620,325412
,325413
300630,325412
,325413
300640,339114
300650,339113
300660,325412
300670,325199
300680,339113
300691,339112
,339113
300692,325412
,339113
300693,312111
,325412
310100,325311
310210,325311
310221,325311
310229,325311
310230,325311
310240,325311
310250,325311
310260,325311
310270,325311
310280,325311
310290,325311
310310,325312
310311,325312
310319,325312
310320,331111
310390,325312
310410,212391
310420,325312
310430,325312
310490,325312
310510,325312
310520,325312
310530,325312
310540,325312
310551,325312
310559,325312
310560,325312
310590,325312
320110,325191
,325194
320120,325191
,325194
320190,325191
,325194
320210,325613
320290,325613
320300,325191
,325194
,325199
320411,325130
,325132
320412,325130
,325132
320413,325130
,325132
320414,325130
,325132
320415,325130
,325132
320416,325130
,325132
320417,325130
,325132
320418,325130
320419,325130
,325132
320420,325130
,325132
320490,325130
,325132
320500,325130
,325132
320611,325130
,325131
320619,325130
,325131
320620,325130
,325131
320630,325131
320641,325130
,325131
320642,325130
,325131
320643,325131
320649,325130
,325131
,325180
320650,325130
,325131
320710,325130
,325131
320720,325510
320730,325998
320740,325510
320810,325510
320820,325510
320890,325510
320910,325510
320990,325510
321000,325510
321100,325510
321210,332999
321290,325130
,325131
,325510
321310,339940
,339942
321390,339940
,339942
321410,325510
,325520
321490,325520
321511,325910
321519,325910
321590,325998
330111,325998
330112,325998
330113,325998
330114,325998
330119,325998
330121,325998
330122,325998
330123,325998
330124,325998
330125,325998
330126,325998
330129,325998
330130,325211
,325998
330190,325998
330210,325199
330290,325199
,325620
330300,325620
330410,325620
330420,325620
330430,325620
330491,325620
330499,325620
330510,325620
330520,325620
330530,325620
330590,325620
330610,325611
330620,325620
330690,325620
330710,325620
330720,325620
330730,325620
330741,325998
330749,325611
330790,325620
340111,325611
340119,325611
340120,325611
340130,325611
,325613
340211,325613
340212,325613
340213,325613
340219,325613
340220,325611
,325613
340231,325613
340239,325613
340241,325613
340242,325613
340249,325613
340250,325613
340290,325611
,325613
340311,325613
340319,325613
340391,325613
340399,325613
340410,325612
340420,325612
340490,325612
340510,325612
340520,325612
340530,325612
340540,325611
340590,325612
340600,339999
340700,339114
,339940
,339942
350110,311514
350190,325199
,325520
350211,311999
350219,311999
350220,311514
350290,325199
350300,325520
,325998
350400,311222
,311224
,325199
,325998
350510,311221
350520,325520
350610,325520
350691,325520
350699,325520
350710,325199
350790,325199
360100,325920
360200,325920
360300,325920
360310,325920
360320,325920
360330,332992
360340,325920
360350,332993
360360,332993
360410,325998
360490,325998
360500,325998
360610,325998
360690,325998
370110,325992
370120,325992
370130,325992
370191,325992
370199,325992
370210,325992
370220,325992
370231,325992
370232,325992
370239,325992
370241,325992
370242,325992
370243,325992
370244,325992
370251,325992
370252,325992
370253,325992
370254,325992
370255,325992
370256,325992
370291,325992
370292,325992
370293,325992
370294,325992
370295,325992
370296,325992
370297,325992
370298,325992
370310,325992
370320,325992
370390,325992
370400,990000
370500,990000
370510,990000
370520,990000
370590,990000
370610,990000
370690,990000
370710,325992
370790,325992
380110,327999
380120,335991
380130,335991
380190,335991
380210,325998
380290,325130
,325131
,325180
,327992
380300,325191
,325194
380400,322110
380510,325191
,325194
380520,325191
380590,325191
,325194
380610,325191
,325194
380620,325191
,325194
380630,325211
380690,325191
,325194
380700,325191
,325194
380810,325320
380820,325320
380830,325320
380840,325611
380850,325320
,325611
,325612
380852,325320
380859,325320
,325612
380861,325320
380862,325320
380869,325320
380890,325320
380891,325320
380892,325320
380893,325320
380894,325611
,325612
380899,325320
380910,325613
380991,325613
380992,325998
380993,325613
381010,325998
381090,325998
381111,325998
381119,325998
381121,325998
381129,325998
381190,325998
381210,325998
381220,325998
381230,325998
381231,325998
381239,325998
381300,325998
381400,325510
381511,325180
,325188
381512,325180
,325188
381519,325180
,325188
381590,325180
,325188
381600,327120
,327124
,327125
,327992
381700,325192
,325194
381710,325192
381720,325192
381800,334413
381900,324110
,324191
382000,325998
382100,325412
,325413
382200,325412
,325413
382211,325414
382212,325414
382213,325413
382219,325413
382290,325413
382311,325199
382312,325199
382313,325199
382319,325199
382370,325199
382410,325998
382420,325199
382430,327910
382440,325998
382450,327320
,327999
382460,325199
382471,325199
382472,325199
382473,325199
382474,325199
382475,325199
382476,325199
382477,325199
382478,325199
382479,325199
382481,325199
382482,325199
382483,325199
382484,325194
382485,325199
382486,325194
382487,325199
382488,325194
382489,325199
382490,325192
,325194
,325199
,325411
,325998
,327999
382491,325411
382492,325199
382499,325194
,325199
,325411
,325998
,327999
382510,325199
382520,325199
382530,325199
382541,325199
382549,325199
382550,325199
382561,325199
382569,325199
382590,325199
382600,325199
382711,325199
382712,325199
382713,325199
382714,325199
382720,325199
382731,325199
382732,325199
382739,325199
382740,325199
382751,325199
382759,325199
382761,325199
382762,325199
382763,325199
382764,325199
382765,325199
382768,325199
382769,325199
382790,325199
390110,325211
390120,325211
390130,325211
390140,325211
390190,325211
,325212
390210,325211
390220,325211
,325212
390230,325211
390290,325211
390311,325211
390319,325211
390320,325211
390330,325211
390390,325211
390410,325211
390421,325211
390422,325211
390430,325211
390440,325211
390450,325211
390461,325211
390469,325211
,325212
390490,325211
,325212
390512,325211
390519,325211
390521,325211
390529,325211
390530,325211
390591,325211
390599,325211
390610,325211
390690,325211
,325212
390710,325211
390720,325211
390721,325211
390729,325211
390730,325211
390740,325211
390750,325211
390760,325211
390761,325211
390769,325211
390770,325211
390791,325211
390799,325211
390810,325211
390890,325211
390910,325211
390920,325211
390930,325211
390931,325211
390939,325211
390940,325211
390950,325211
,325212
391000,325211
,325212
391110,325211
391120,325211
391190,325211
,325212
391211,325199
391212,325211
391220,325211
,325920
391231,325199
391239,325199
391290,325199
,325212
391310,325199
391390,325212
391400,325211
391510,910000
391520,910000
391530,910000
391590,910000
391610,326121
391620,326121
,326199
391690,326121
,339920
391710,311611
,311612
,326121
391721,326122
391722,326122
391723,326122
391729,326122
391731,326220
391732,326220
391733,326220
391739,326220
391740,326122
391810,322220
,322222
,326192
,326199
391890,322220
,322222
,326192
,326199
391910,322220
,322222
391990,322220
,322222
392010,326113
392020,326113
392030,326113
392041,326113
392042,326113
392043,326113
392049,326113
392051,326113
392059,326113
392061,326113
392062,326113
392063,326113
392069,326113
392071,326113
392072,326113
392073,326113
392079,326113
392091,326113
392092,326113
392093,326113
392094,326113
392099,326113
392111,326113
,326199
392112,326113
,326199
392113,326113
,326199
392114,326113
,326199
392119,326113
,326199
392190,326112
,326113
,326199
392210,326191
392220,326199
392290,326191
392310,326199
392321,322223
,326111
392329,322223
,326111
392330,326160
392340,326199
392350,326199
392390,326199
392410,326199
392490,314120
,314129
,326199
392510,326199
392520,326199
392530,326199
,337920
392590,326199
392610,326199
392620,315280
,315999
,326199
,339920
392630,326199
392640,326199
392690,316992
,323111
,323118
,326199
,326220
,339910
,339913
,339991
,339999
400110,113210
400121,113210
400122,113210
400129,113210
400130,113210
400211,325212
400219,325212
400220,325212
400231,325212
400239,325212
400241,325212
400249,325212
400251,325212
400259,325212
400260,325212
400270,325212
400280,325212
400291,325212
400299,325212
400300,326299
400400,910000
400510,326299
400520,326299
400591,326299
400599,326299
400610,326211
400690,326299
400700,326299
400811,326299
400819,326299
400821,326299
400829,326299
400910,326220
400911,326220
400912,326220
,336340
400920,326220
400921,326220
400922,326220
,336340
400930,326220
400931,326220
400932,326220
,336340
400940,326220
400941,326220
400942,326220
,336340
400950,326220
,336340
401011,326220
401012,326220
401013,326220
401019,326220
401021,326220
401022,326220
401023,326220
401024,326220
401029,326220
401031,326220
401032,326220
401033,326220
401034,326220
401035,326220
401036,326220
401039,326220
401110,326211
401120,326211
401130,326211
401140,326211
401150,326211
401161,326211
401162,326211
401163,326211
401169,326211
401170,326211
401180,326211
401190,326211
401191,326211
401192,326211
401193,326211
401194,326211
401199,326211
401210,326212
401211,326212
401212,326212
401213,326212
401219,326212
401220,920000
,930000
401290,326211
401310,326211
401320,326211
401390,326211
401410,326299
401490,326299
401511,339113
401512,339113
401519,339113
401590,315280
,315999
401610,326299
401691,326299
401692,326299
401693,339991
401694,326299
401695,326299
401699,326291
,326299
401700,326299
410110,311611
410120,311611
,316110
410121,311611
410122,311611
410129,311611
410130,311611
410140,311611
410150,311611
,316110
410190,311611
,316110
410210,311611
,316110
410221,311611
410229,311611
,316110
410310,311611
,316110
410320,311611
,316110
410330,311611
,316110
410390,311611
,316110
410410,316110
410411,316110
410419,316110
410421,316110
410422,316110
410429,316110
410431,316110
410439,316110
410441,316110
410449,316110
410510,316110
410511,316110
410512,316110
410519,316110
410520,316110
410530,316110
410611,316110
410612,316110
410619,316110
410620,316110
410621,316110
410622,316110
410631,316110
410632,316110
410640,316110
410691,316110
410692,316110
410710,316110
410711,316110
410712,316110
410719,316110
410721,316110
410729,316110
410790,316110
410791,316110
410792,316110
410799,316110
410800,316110
410900,316110
411000,910000
411100,316110
411200,316110
411310,316110
411320,316110
411330,316110
411390,316110
411410,316110
411420,316110
411510,316110
411520,910000
420100,316998
,316999
420211,316991
,316998
420212,316991
,316998
420219,316991
,316998
420221,316992
420222,316992
420229,316992
420231,316993
,316998
420232,316993
,316998
420239,316993
,316998
420291,316991
,316998
,339920
420292,314910
,316991
,316993
,316998
,326199
420299,316991
,316998
420310,315280
,315292
420321,339920
420329,315990
,315992
420330,315990
,315999
420340,315990
,315999
420400,316999
420500,316998
,316999
420600,339113
,339920
,339992
,339999
420610,339113
,339920
,339999
420690,339999
430110,112930
430120,112930
430130,112930
430140,112930
430150,112930
430160,112930
430170,112930
430180,112930
430190,112930
430211,316110
430212,316110
430213,316110
430219,316110
430220,316110
430230,316110
430310,315280
,315292
430390,315280
,315292
430400,315990
,339999
440110,113310
440111,113310
440112,113310
440121,321113
440122,321113
440130,321999
440131,321999
440132,321999
440139,321999
440140,321999
440141,321999
440149,321999
440200,325191
440210,325191
,325194
440220,325194
440290,325191
,325194
440310,321114
440311,321114
440312,321114
440320,113310
440321,113310
440322,113310
440323,113310
440324,113310
440325,113310
440326,113310
440341,113310
440342,113310
440349,113310
440391,113310
440392,113310
440393,113310
440394,113310
440395,113310
440396,113310
440397,113310
440398,113310
440399,113310
440410,113310
440420,113310
440500,321999
440610,321113
440611,321113
440612,321113
440690,321114
440691,321114
440692,321114
440710,321113
,321114
440711,321113
,321114
440712,321113
,321114
440713,321113
440714,321113
440719,321113
,321114
440721,321113
440722,321113
440723,321113
440724,321113
440725,321113
440726,321113
440727,321113
440728,321113
440729,321113
440791,321113
440792,321113
440793,321113
440794,321113
440795,321113
440796,321113
440797,321113
440799,321113
440810,321212
440831,321211
440839,321211
440890,321211
440910,321113
,321918
,321999
440920,321113
,321213
,321918
,321999
440921,321213
,321918
,321999
440922,321113
,321918
,321999
440929,321113
,321213
,321918
,321999
441011,321219
441012,321219
441019,321219
441021,321219
441029,321219
441031,321219
441032,321219
441033,321219
441039,321219
441090,321219
441111,321219
441112,321219
441113,321219
441114,321219
441119,321219
441121,321219
441129,321219
441131,321219
441139,321219
441191,321219
441192,321219
441193,321219
441194,321219
441199,321219
441210,321212
441213,321211
441214,321211
441219,321212
441222,321211
441223,321211
441229,321211
441231,321211
,321918
441232,321211
441233,321211
441234,321211
441239,321212
441241,321211
441242,321211
441249,321212
441251,321211
,321918
441252,321211
,321918
441259,321212
441291,321211
441292,321211
,321212
441293,321212
441294,321211
,321212
,321918
441299,321211
,321212
441300,321113
,321219
441400,339999
441410,339999
441490,339999
441510,321920
441520,321920
441600,321920
441700,321999
441810,321911
441811,321911
441819,321911
441820,321911
441821,321911
441829,321911
441830,321213
,321918
441840,321213
441850,321113
441860,321213
441871,321918
441872,321918
441873,321918
441874,321918
441875,321918
441879,321918
441881,321213
441882,321213
441883,321213
441889,321213
441890,321113
,321213
,321214
,321918
,321992
441891,321113
,321213
,321214
,321918
,321992
441892,321213
441899,321113
,321213
,321214
,321918
,321992
441900,321999
441911,321999
441912,321999
441919,321999
441920,321999
441990,321999
442010,321999
442011,321999
442019,321999
442090,321920
,321999
442110,321999
442120,339995
442190,321113
,321213
,321918
,321999
,337920
,339995
442191,321213
,321918
,321999
,337920
,339995
442199,321213
,321918
,321999
,337920
,339995
450110,321999
450190,321999
450200,321999
450310,321999
450390,321999
450410,321999
450490,321999
460110,321999
460120,321999
460121,321999
460122,321999
460129,321999
460191,321999
460192,321999
460193,321999
460194,321999
460199,321999
460210,316991
,316992
,316993
,321999
,339920
460211,316991
,316998
,321999
,339920
460212,316991
,316993
,316998
,321999
,339920
460219,316991
,316992
,316993
,316998
,321999
,339920
460290,321999
470100,322110
470200,322110
470311,322110
470319,322110
470321,322110
470329,322110
470411,322110
470419,322110
470421,322110
470429,322110
470500,322110
470610,322110
470620,322110
470630,322110
470691,322110
470692,322110
470693,322110
470710,910000
470720,910000
470730,910000
470790,910000
480100,322122
480210,322230
,990000
480220,322121
,322233
480230,322121
,322233
480240,322122
480251,322121
480252,322121
480253,322121
480254,322121
,322299
480255,322121
,322233
,322299
480256,322121
,322233
,322299
480257,322121
480258,322121
,322130
,322233
,322299
480260,322122
480261,322121
,322122
,322233
,322299
480262,322121
,322122
,322233
,322299
480269,322122
480300,322121
480411,322121
,322130
480419,322121
,322130
480421,322121
480429,322121
480431,322121
480439,322121
,322130
480441,322121
,322130
480442,322121
,322130
480449,322121
,322130
480451,322121
,322130
480452,322121
,322130
480459,322121
,322130
480510,322130
480511,322130
480512,322121
,322130
480519,322121
,322130
480521,322121
480522,322121
480523,322121
480524,322121
,322130
480525,322121
,322130
480529,322121
480530,322121
,322220
480540,322121
,322299
480550,322121
480560,322121
480570,322121
480580,322121
480591,322121
,322130
480592,322121
,322130
480593,322121
,322130
480610,322121
480620,322121
480630,322121
480640,322121
480700,322121
,322130
480710,322121
480790,322121
480810,322211
480820,322121
480830,322121
480840,322121
480890,322121
480910,339944
480920,322121
,339944
480990,339940
,339944
481011,322121
481012,322121
481013,322121
,322130
,322299
481014,322121
,322130
,322299
481019,322121
,322130
481021,322121
481022,322121
,322230
,322233
,322299
481029,322121
,322233
,322299
481031,322121
,322130
,322299
481032,322121
,322130
,322299
481039,322121
,322130
481091,322121
481092,322121
,322130
,322299
481099,322121
,322130
,322220
,322299
481110,322121
,322130
,322220
481121,322222
481129,322222
481131,322121
481139,322121
481140,322121
481141,322220
,322222
481149,322220
,322222
481151,322121
,322130
,322220
481159,322121
,322130
,322220
481160,322121
,322220
481190,322121
,322220
481200,322121
481310,322299
481320,322121
481390,322121
481410,322222
481420,322220
,322222
481430,322222
481490,322220
,322222
481500,326192
481610,339944
481620,339940
,339944
481630,339944
481690,339940
,339944
481710,322230
,322232
481720,322230
,322233
481730,322230
,322233
481810,322291
481820,322291
481830,322291
481840,322291
481850,315280
,315990
,315999
481890,322291
481910,322211
,322215
481920,322212
481930,322220
,322223
,322224
481940,322220
,322223
,322224
481950,322211
,322212
,322213
,322214
,322215
,322219
,322299
,323118
481960,322212
,322213
482010,322230
,323111
,323118
482020,322230
,323118
482030,323111
,323118
482040,323111
,323116
482050,323111
,323118
482090,323111
,323118
482110,323111
,323119
482190,322220
,322222
,322299
482210,322214
,322219
482290,322214
,322219
482311,322222
482312,322222
482319,322222
482320,322299
482340,323111
,323119
482351,322233
,322299
482359,322121
,322233
482360,322215
482361,322215
,322219
482369,322215
,322219
482370,322299
482390,322299
,327999
,339991
490110,323111
,323117
,323120
490191,323117
490199,323111
,323117
,323119
,323120
490210,323111
,323119
490290,323111
,323119
490300,323117
,339932
490400,323111
,323117
,323119
490510,323111
,323119
490520,323111
490590,323111
490591,323111
,323119
490599,323111
,323119
490600,990000
490700,323111
,323119
490810,323111
,323119
490890,323111
,323119
490900,323111
,323119
491000,323111
,323119
491110,323111
,323119
491191,323111
,323119
,920000
,930000
491199,323111
,323116
,323119
500100,112990
500200,112990
500300,112990
,313312
,314999
500310,112990
500390,313312
500400,313110
,313111
500500,313110
,313111
500600,313110
,313111
500710,313210
500720,313210
500790,313210
510111,112410
510119,311611
510121,313110
,313312
510129,313110
,313312
510130,313110
,313312
510210,112420
510211,112420
510219,112420
510220,112920
510310,314999
510320,314999
510330,314999
510400,314999
510510,313110
,313312
510521,313110
,313312
510529,313110
,313312
510530,313312
510531,313110
,313312
510539,313110
,313312
510540,313110
,313312
510610,313110
,313111
510620,313110
,313111
510710,313110
,313111
510720,313110
,313111
510810,313110
,313111
510820,313110
,313111
510910,313110
,313111
510990,313110
,313111
511000,313110
,313111
511111,313210
511119,313210
511120,313210
511130,313210
511190,313210
511211,313210
511219,313210
511220,313210
511230,313210
511290,313210
511300,313210
520100,111920
520210,314999
520291,314999
520299,314999
520300,313110
,313312
520411,313110
,313113
520419,313110
,313113
520420,313110
,313113
520511,313110
,313111
520512,313110
,313111
520513,313110
,313111
520514,313110
,313111
520515,313110
,313111
520521,313110
,313111
520522,313110
,313111
520523,313110
,313111
520524,313110
,313111
520526,313110
,313111
520527,313110
,313111
520528,313110
,313111
520531,313110
,313111
520532,313110
,313111
520533,313110
,313111
520534,313110
,313111
520535,313110
,313111
520541,313110
,313111
520542,313110
,313111
520543,313110
,313111
520544,313110
,313111
520546,313110
,313111
520547,313110
,313111
520548,313110
,313111
520611,313110
,313111
520612,313110
,313111
520613,313110
,313111
520614,313110
,313111
520615,313110
,313111
520621,313110
,313111
520622,313110
,313111
520623,313110
,313111
520624,313110
,313111
520625,313110
,313111
520631,313110
,313111
520632,313110
,313111
520633,313110
,313111
520634,313110
,313111
520635,313110
,313111
520641,313110
,313111
520642,313110
,313111
520643,313110
,313111
520644,313110
,313111
520645,313110
,313111
520710,313110
,313111
520790,313110
,313111
520811,313210
,313220
520812,313210
520813,313210
520819,313210
520821,313210
520822,313210
520823,313210
520829,313210
520831,313210
520832,313210
520833,313210
520839,313210
520841,313210
520842,313210
520843,313210
520849,313210
520851,313210
520852,313210
520853,313210
520859,313210
520911,313210
520912,313210
520919,313210
520921,313210
520922,313210
520929,313210
520931,313210
520932,313210
520939,313210
520941,313210
520942,313210
520943,313210
520949,313210
520951,313210
520952,313210
520959,313210
521011,313210
521012,313210
521019,313210
521021,313210
521022,313210
521029,313210
521031,313210
521032,313210
521039,313210
521041,313210
521042,313210
521049,313210
521051,313210
521052,313210
521059,313210
521111,313210
521112,313210
521119,313210
521120,313210
521121,313210
521122,313210
521129,313210
521131,313210
521132,313210
521139,313210
521141,313210
521142,313210
521143,313210
521149,313210
521151,313210
521152,313210
521159,313210
521211,313210
521212,313210
521213,313210
521214,313210
521215,313210
521221,313210
521222,313210
521223,313210
521224,313210
521225,313210
530110,111998
530121,111998
530129,111998
530130,314999
530210,111998
530290,314999
530310,111998
530390,314999
530410,111998
530490,314999
530500,314999
530511,111335
530519,314999
530521,111998
530529,314999
530590,314999
530591,111998
530599,314999
530610,313110
,313111
530620,313110
,313111
530710,313110
,313111
530720,313110
,313111
530810,313110
,313111
530820,313110
,313111
530830,313111
530890,313110
,313111
530911,313210
530919,313210
530921,313210
530929,313210
531010,313210
531090,313210
531100,313210
540110,313110
,313113
540120,313110
,313113
540210,325222
540211,325220
,325222
540219,325220
,325222
540220,325220
,325222
540231,325220
,325222
540232,325220
,325222
540233,325220
,325222
540234,325220
,325222
540239,325220
,325222
540241,325222
540242,325222
540243,325222
540244,325220
,325222
540245,325220
,325222
540246,325220
,325222
540247,325220
,325222
540248,325220
,325222
540249,325220
,325222
540251,325220
,325222
540252,325220
,325222
540253,325220
540259,325220
,325222
540261,325220
,325222
540262,325220
,325222
540263,325220
540269,325220
,325222
540310,325220
,325221
540320,325221
540331,325220
,325221
540332,325220
,325221
540333,325220
,325221
540339,325220
,325221
540341,325220
,325221
540342,325220
,325221
540349,325220
,325221
540410,325222
,339920
540411,325220
,325222
540412,325220
,325222
540419,325220
,325222
,339920
540490,325220
,325222
540500,325220
,325221
540600,325220
,325221
,325222
540610,325222
540620,325221
540710,313210
540720,313210
540730,313210
540741,313210
,313220
540742,313210
540743,313210
540744,313210
540751,313210
540752,313210
540753,313210
540754,313210
540761,313210
540769,313210
540771,313210
540772,313210
540773,313210
540774,313210
540781,313210
540782,313210
540783,313210
540784,313210
540791,313210
540792,313210
540793,313210
540794,313210
540810,313210
540821,313210
540822,313210
540823,313210
540824,313210
540831,313210
540832,313210
540833,313210
540834,313210
550110,325220
,325222
550111,325220
550119,325220
550120,325220
,325222
550130,325220
,325222
550140,325220
,325222
550190,325220
,325222
550200,325220
,325221
550210,325220
550290,325220
550310,325222
550311,325220
,325222
550319,325220
,325222
550320,325220
,325222
550330,325220
,325222
550340,325220
,325222
550390,325220
,325222
550410,325220
,325221
550490,325220
,325221
550510,325220
,325222
550520,325220
,325221
550610,313110
,313312
550620,313110
,313312
550630,313110
,313312
550640,313110
550690,313110
,313312
550700,313110
,313312
550810,313110
,313113
550820,313110
,313113
550911,313110
,313111
550912,313110
,313111
550921,313110
,313111
550922,313110
,313111
550931,313110
,313111
550932,313110
,313111
550941,313110
,313111
550942,313110
,313111
550951,313110
,313111
550952,313110
,313111
550953,313110
,313111
550959,313110
,313111
550961,313110
,313111
550962,313110
,313111
550969,313110
,313111
550991,313110
,313111
550992,313110
,313111
550999,313110
,313111
551011,313110
,313111
551012,313110
,313111
551020,313110
,313111
551030,313110
,313111
551090,313110
,313111
551110,313110
,313111
551120,313110
,313111
551130,313110
,313111
551211,313210
551219,313210
551221,313210
551229,313210
551291,313210
551299,313210
551311,313210
551312,313210
551313,313210
551319,313210
551321,313210
551322,313210
551323,313210
551329,313210
551331,313210
551332,313210
551333,313210
551339,313210
551341,313210
551342,313210
551343,313210
551349,313210
551411,313210
551412,313210
551413,313210
551419,313210
551421,313210
551422,313210
551423,313210
551429,313210
551430,313210
551431,313210
551432,313210
551433,313210
551439,313210
551441,313210
551442,313210
551443,313210
551449,313210
551511,313210
551512,313210
551513,313210
551519,313210
551521,313210
551522,313210
551529,313210
551591,313210
551592,313210
551599,313210
551611,313210
551612,313210
551613,313210
551614,313210
551621,313210
551622,313210
551623,313210
551624,313210
551631,313210
551632,313210
551633,313210
551634,313210
551641,313210
551642,313210
551643,313210
551644,313210
551691,313210
551692,313210
551693,313210
551694,313210
560110,314999
560121,314999
560122,314999
560129,314999
560130,314999
560210,313230
560221,313230
560229,313230
560290,313230
560311,313230
,313320
560312,313230
,313320
560313,313230
,313320
560314,313230
,313320
560391,313230
,313320
560392,313230
,313320
560393,313230
,313320
560394,313230
,313320
560410,313220
,313221
560420,314992
560490,313220
,313320
,314992
,314994
560500,314999
560600,313110
,314999
560710,314991
560721,314991
,314994
560729,314991
,314994
560730,314991
560741,314991
,314994
560749,314991
,314994
560750,314991
,314994
560790,314991
,314994
560811,314991
,314994
560819,314991
,314994
560890,314991
,314994
,314999
560900,314991
,314994
570110,314110
570190,314110
570210,314110
570220,314110
570231,314110
570232,314110
570239,314110
570241,314110
570242,314110
570249,314110
570250,314110
570251,314110
570252,314110
570259,314110
570291,314110
570292,314110
570299,314110
570310,314110
570320,314110
570321,314110
570329,314110
570330,314110
570331,314110
570339,314110
570390,314110
570410,314110
570420,314110
570490,314110
570500,314110
580110,313210
580121,313210
580122,313210
580123,313210
580124,313210
580125,313210
580126,313210
580127,313210
580131,313210
580132,313210
580133,313210
580134,313210
580135,313210
580136,313210
580137,313210
580190,313210
,314999
580210,313210
580211,313210
580219,313210
580220,313210
580230,313210
580300,313210
,314999
580310,313210
580390,313210
,314999
580410,313240
,313249
580421,313240
,313249
580429,313240
,313249
580430,313240
,313249
580500,990000
580610,313220
,313221
580620,313220
,313221
580631,313220
,313221
580632,313220
,313221
580639,313220
,313221
580640,313220
,315999
580710,313220
,313221
,314999
580790,314999
580810,313221
,315990
580890,315990
,315999
580900,314999
581010,314999
581091,314999
581092,314999
581099,314999
581100,314999
590110,313320
590190,313320
590210,314992
,314994
590220,314992
,314994
590290,314992
,314994
590310,313320
590320,313320
590390,313320
590410,326192
,326199
590490,326192
,326199
590491,326192
590492,326192
590500,322220
,322222
590610,313320
,326299
590691,313320
590699,313320
590700,313320
,339999
590800,313220
,313221
590900,313220
,313221
591000,313220
,313221
591110,313320
591120,313210
,313221
591131,313210
591132,313210
591140,313210
,313221
591190,313220
,313221
600110,313240
,313249
600121,313240
,313249
600122,313240
,313249
600129,313240
,313249
600191,313240
,313249
600192,313240
,313249
600199,313240
,313249
600210,313249
600220,313249
600230,313249
600240,313240
,313249
600241,313249
600242,313249
600243,313249
600249,313249
600290,313240
,313249
600291,313249
600292,313249
600293,313249
600299,313249
600310,313240
,313249
600320,313240
,313249
600330,313240
,313249
600340,313240
,313249
600390,313240
,313249
600410,313240
,313249
600490,313240
,313249
600510,313249
600521,313240
,313249
600522,313240
,313249
600523,313240
,313249
600524,313240
,313249
600531,313240
,313249
600532,313240
,313249
600533,313240
,313249
600534,313240
,313249
600535,313240
600536,313240
600537,313240
600538,313240
600539,313240
600541,313240
,313249
600542,313240
,313249
600543,313240
,313249
600544,313240
,313249
600590,313240
,313249
600610,313240
,313249
600621,313240
,313249
600622,313240
,313249
600623,313240
,313249
600624,313240
,313249
600631,313240
,313249
600632,313240
,313249
600633,313240
,313249
600634,313240
,313249
600641,313240
,313249
600642,313240
,313249
600643,313240
,313249
600644,313240
,313249
600690,313240
,313249
610110,315228
610120,315220
,315228
610130,315220
,315228
610190,315220
,315228
610210,315234
,315240
610220,315234
,315240
610230,315234
,315240
610290,315234
,315240
